,Train File,ID
130,joy/UofA-Drive/Colab Notebooks/nray/DLBCL/TestRun1/Train/dab_27_pos.tif,27
329,joy/UofA-Drive/Colab Notebooks/nray/DLBCL/TestRun1/Train/dist_27_pos.tif,27
140,joy/UofA-Drive/Colab Notebooks/nray/DLBCL/TestRun1/Train/hem_27_pos.tif,27
340,joy/UofA-Drive/Colab Notebooks/nray/DLBCL/TestRun1/Train/30_pos.tif,30
101,joy/UofA-Drive/Colab Notebooks/nray/DLBCL/TestRun1/Train/dab_30_pos.tif,30
335,joy/UofA-Drive/Colab Notebooks/nray/DLBCL/TestRun1/Train/dist_30_pos.tif,30
324,joy/UofA-Drive/Colab Notebooks/nray/DLBCL/TestRun1/Train/hem_30_pos.tif,30
134,joy/UofA-Drive/Colab Notebooks/nray/DLBCL/TestRun1/Train/31_neg.tif,31
204,joy/UofA-Drive/Colab Notebooks/nray/DLBCL/TestRun1/Train/dab_31_neg.tif,31
96,joy/UofA-Drive/Colab Notebooks/nray/DLBCL/TestRun1/Train/dist_31_neg.tif,31
347,joy/UofA-Drive/Colab Notebooks/nray/DLBCL/TestRun1/Train/hem_31_neg.tif,31
0,joy/UofA-Drive/Colab Notebooks/nray/DLBCL/TestRun1/Train/32_pos.tif,32
43,joy/UofA-Drive/Colab Notebooks/nray/DLBCL/TestRun1/Train/dab_32_pos.tif,32
351,joy/UofA-Drive/Colab Notebooks/nray/DLBCL/TestRun1/Train/dist_32_pos.tif,32
42,joy/UofA-Drive/Colab Notebooks/nray/DLBCL/TestRun1/Train/hem_32_pos.tif,32
341,joy/UofA-Drive/Colab Notebooks/nray/DLBCL/TestRun1/Train/33_pos.tif,33
147,joy/UofA-Drive/Colab Notebooks/nray/DLBCL/TestRun1/Train/dab_33_pos.tif,33
239,joy/UofA-Drive/Colab Notebooks/nray/DLBCL/TestRun1/Train/dist_33_pos.tif,33
237,joy/UofA-Drive/Colab Notebooks/nray/DLBCL/TestRun1/Train/hem_33_pos.tif,33
199,joy/UofA-Drive/Colab Notebooks/nray/DLBCL/TestRun1/Train/34_pos.tif,34
25,joy/UofA-Drive/Colab Notebooks/nray/DLBCL/TestRun1/Train/dab_34_pos.tif,34
150,joy/UofA-Drive/Colab Notebooks/nray/DLBCL/TestRun1/Train/dist_34_pos.tif,34
313,joy/UofA-Drive/Colab Notebooks/nray/DLBCL/TestRun1/Train/hem_34_pos.tif,34
145,joy/UofA-Drive/Colab Notebooks/nray/DLBCL/TestRun1/Train/35_pos.tif,35
220,joy/UofA-Drive/Colab Notebooks/nray/DLBCL/TestRun1/Train/dab_35_pos.tif,35
60,joy/UofA-Drive/Colab Notebooks/nray/DLBCL/TestRun1/Train/dist_35_pos.tif,35
186,joy/UofA-Drive/Colab Notebooks/nray/DLBCL/TestRun1/Train/hem_35_pos.tif,35
272,joy/UofA-Drive/Colab Notebooks/nray/DLBCL/TestRun1/Train/36_pos.tif,36
64,joy/UofA-Drive/Colab Notebooks/nray/DLBCL/TestRun1/Train/dab_36_pos.tif,36
336,joy/UofA-Drive/Colab Notebooks/nray/DLBCL/TestRun1/Train/dist_36_pos.tif,36
78,joy/UofA-Drive/Colab Notebooks/nray/DLBCL/TestRun1/Train/hem_36_pos.tif,36
77,joy/UofA-Drive/Colab Notebooks/nray/DLBCL/TestRun1/Train/37_pos.tif,37
311,joy/UofA-Drive/Colab Notebooks/nray/DLBCL/TestRun1/Train/dab_37_pos.tif,37
230,joy/UofA-Drive/Colab Notebooks/nray/DLBCL/TestRun1/Train/dist_37_pos.tif,37
198,joy/UofA-Drive/Colab Notebooks/nray/DLBCL/TestRun1/Train/hem_37_pos.tif,37
226,joy/UofA-Drive/Colab Notebooks/nray/DLBCL/TestRun1/Train/38_pos.tif,38
291,joy/UofA-Drive/Colab Notebooks/nray/DLBCL/TestRun1/Train/dab_38_pos.tif,38
252,joy/UofA-Drive/Colab Notebooks/nray/DLBCL/TestRun1/Train/dist_38_pos.tif,38
14,joy/UofA-Drive/Colab Notebooks/nray/DLBCL/TestRun1/Train/hem_38_pos.tif,38
19,joy/UofA-Drive/Colab Notebooks/nray/DLBCL/TestRun1/Train/39_pos.tif,39
235,joy/UofA-Drive/Colab Notebooks/nray/DLBCL/TestRun1/Train/dab_39_pos.tif,39
330,joy/UofA-Drive/Colab Notebooks/nray/DLBCL/TestRun1/Train/dist_39_pos.tif,39
57,joy/UofA-Drive/Colab Notebooks/nray/DLBCL/TestRun1/Train/hem_39_pos.tif,39
168,joy/UofA-Drive/Colab Notebooks/nray/DLBCL/TestRun1/Train/40_pos.tif,40
17,joy/UofA-Drive/Colab Notebooks/nray/DLBCL/TestRun1/Train/dab_40_pos.tif,40
2,joy/UofA-Drive/Colab Notebooks/nray/DLBCL/TestRun1/Train/dist_40_pos.tif,40
13,joy/UofA-Drive/Colab Notebooks/nray/DLBCL/TestRun1/Train/hem_40_pos.tif,40
282,joy/UofA-Drive/Colab Notebooks/nray/DLBCL/TestRun1/Train/41_neg.tif,41
55,joy/UofA-Drive/Colab Notebooks/nray/DLBCL/TestRun1/Train/dab_41_neg.tif,41
323,joy/UofA-Drive/Colab Notebooks/nray/DLBCL/TestRun1/Train/dist_41_neg.tif,41
89,joy/UofA-Drive/Colab Notebooks/nray/DLBCL/TestRun1/Train/hem_41_neg.tif,41
103,joy/UofA-Drive/Colab Notebooks/nray/DLBCL/TestRun1/Train/42_pos.tif,42
156,joy/UofA-Drive/Colab Notebooks/nray/DLBCL/TestRun1/Train/dab_42_pos.tif,42
35,joy/UofA-Drive/Colab Notebooks/nray/DLBCL/TestRun1/Train/dist_42_pos.tif,42
215,joy/UofA-Drive/Colab Notebooks/nray/DLBCL/TestRun1/Train/hem_42_pos.tif,42
142,joy/UofA-Drive/Colab Notebooks/nray/DLBCL/TestRun1/Train/43_pos.tif,43
102,joy/UofA-Drive/Colab Notebooks/nray/DLBCL/TestRun1/Train/dab_43_pos.tif,43
1,joy/UofA-Drive/Colab Notebooks/nray/DLBCL/TestRun1/Train/dist_43_pos.tif,43
243,joy/UofA-Drive/Colab Notebooks/nray/DLBCL/TestRun1/Train/hem_43_pos.tif,43
242,joy/UofA-Drive/Colab Notebooks/nray/DLBCL/TestRun1/Train/46_neg.tif,46
318,joy/UofA-Drive/Colab Notebooks/nray/DLBCL/TestRun1/Train/dab_46_neg.tif,46
216,joy/UofA-Drive/Colab Notebooks/nray/DLBCL/TestRun1/Train/dist_46_neg.tif,46
197,joy/UofA-Drive/Colab Notebooks/nray/DLBCL/TestRun1/Train/hem_46_neg.tif,46
249,joy/UofA-Drive/Colab Notebooks/nray/DLBCL/TestRun1/Train/47_pos.tif,47
157,joy/UofA-Drive/Colab Notebooks/nray/DLBCL/TestRun1/Train/dab_47_pos.tif,47
232,joy/UofA-Drive/Colab Notebooks/nray/DLBCL/TestRun1/Train/dist_47_pos.tif,47
54,joy/UofA-Drive/Colab Notebooks/nray/DLBCL/TestRun1/Train/hem_47_pos.tif,47
104,joy/UofA-Drive/Colab Notebooks/nray/DLBCL/TestRun1/Train/49_pos.tif,49
124,joy/UofA-Drive/Colab Notebooks/nray/DLBCL/TestRun1/Train/dab_49_pos.tif,49
171,joy/UofA-Drive/Colab Notebooks/nray/DLBCL/TestRun1/Train/dist_49_pos.tif,49
50,joy/UofA-Drive/Colab Notebooks/nray/DLBCL/TestRun1/Train/hem_49_pos.tif,49
85,joy/UofA-Drive/Colab Notebooks/nray/DLBCL/TestRun1/Train/50_pos.tif,50
193,joy/UofA-Drive/Colab Notebooks/nray/DLBCL/TestRun1/Train/dab_50_pos.tif,50
165,joy/UofA-Drive/Colab Notebooks/nray/DLBCL/TestRun1/Train/dist_50_pos.tif,50
263,joy/UofA-Drive/Colab Notebooks/nray/DLBCL/TestRun1/Train/hem_50_pos.tif,50
7,joy/UofA-Drive/Colab Notebooks/nray/DLBCL/TestRun1/Train/51_pos.tif,51
195,joy/UofA-Drive/Colab Notebooks/nray/DLBCL/TestRun1/Train/dab_51_pos.tif,51
259,joy/UofA-Drive/Colab Notebooks/nray/DLBCL/TestRun1/Train/dist_51_pos.tif,51
299,joy/UofA-Drive/Colab Notebooks/nray/DLBCL/TestRun1/Train/hem_51_pos.tif,51
290,joy/UofA-Drive/Colab Notebooks/nray/DLBCL/TestRun1/Train/54_neg.tif,54
80,joy/UofA-Drive/Colab Notebooks/nray/DLBCL/TestRun1/Train/dab_54_neg.tif,54
26,joy/UofA-Drive/Colab Notebooks/nray/DLBCL/TestRun1/Train/dist_54_neg.tif,54
109,joy/UofA-Drive/Colab Notebooks/nray/DLBCL/TestRun1/Train/hem_54_neg.tif,54
164,joy/UofA-Drive/Colab Notebooks/nray/DLBCL/TestRun1/Train/55_pos.tif,55
271,joy/UofA-Drive/Colab Notebooks/nray/DLBCL/TestRun1/Train/dab_55_pos.tif,55
196,joy/UofA-Drive/Colab Notebooks/nray/DLBCL/TestRun1/Train/dist_55_pos.tif,55
322,joy/UofA-Drive/Colab Notebooks/nray/DLBCL/TestRun1/Train/hem_55_pos.tif,55
236,joy/UofA-Drive/Colab Notebooks/nray/DLBCL/TestRun1/Train/56_neg.tif,56
46,joy/UofA-Drive/Colab Notebooks/nray/DLBCL/TestRun1/Train/dab_56_neg.tif,56
194,joy/UofA-Drive/Colab Notebooks/nray/DLBCL/TestRun1/Train/dist_56_neg.tif,56
95,joy/UofA-Drive/Colab Notebooks/nray/DLBCL/TestRun1/Train/hem_56_neg.tif,56
137,joy/UofA-Drive/Colab Notebooks/nray/DLBCL/TestRun1/Train/58_neg.tif,58
209,joy/UofA-Drive/Colab Notebooks/nray/DLBCL/TestRun1/Train/dab_58_neg.tif,58
47,joy/UofA-Drive/Colab Notebooks/nray/DLBCL/TestRun1/Train/dist_58_neg.tif,58
179,joy/UofA-Drive/Colab Notebooks/nray/DLBCL/TestRun1/Train/hem_58_neg.tif,58
309,joy/UofA-Drive/Colab Notebooks/nray/DLBCL/TestRun1/Train/59_neg.tif,59
63,joy/UofA-Drive/Colab Notebooks/nray/DLBCL/TestRun1/Train/dab_59_neg.tif,59
305,joy/UofA-Drive/Colab Notebooks/nray/DLBCL/TestRun1/Train/dist_59_neg.tif,59
28,joy/UofA-Drive/Colab Notebooks/nray/DLBCL/TestRun1/Train/hem_59_neg.tif,59
308,joy/UofA-Drive/Colab Notebooks/nray/DLBCL/TestRun1/Train/60_pos.tif,60
59,joy/UofA-Drive/Colab Notebooks/nray/DLBCL/TestRun1/Train/dab_60_pos.tif,60
160,joy/UofA-Drive/Colab Notebooks/nray/DLBCL/TestRun1/Train/dist_60_pos.tif,60
24,joy/UofA-Drive/Colab Notebooks/nray/DLBCL/TestRun1/Train/hem_60_pos.tif,60
212,joy/UofA-Drive/Colab Notebooks/nray/DLBCL/TestRun1/Train/61_pos.tif,61
240,joy/UofA-Drive/Colab Notebooks/nray/DLBCL/TestRun1/Train/dab_61_pos.tif,61
93,joy/UofA-Drive/Colab Notebooks/nray/DLBCL/TestRun1/Train/dist_61_pos.tif,61
244,joy/UofA-Drive/Colab Notebooks/nray/DLBCL/TestRun1/Train/hem_61_pos.tif,61
185,joy/UofA-Drive/Colab Notebooks/nray/DLBCL/TestRun1/Train/62_neg.tif,62
182,joy/UofA-Drive/Colab Notebooks/nray/DLBCL/TestRun1/Train/dab_62_neg.tif,62
345,joy/UofA-Drive/Colab Notebooks/nray/DLBCL/TestRun1/Train/dist_62_neg.tif,62
355,joy/UofA-Drive/Colab Notebooks/nray/DLBCL/TestRun1/Train/hem_62_neg.tif,62
358,joy/UofA-Drive/Colab Notebooks/nray/DLBCL/TestRun1/Train/63_pos.tif,63
84,joy/UofA-Drive/Colab Notebooks/nray/DLBCL/TestRun1/Train/dab_63_pos.tif,63
99,joy/UofA-Drive/Colab Notebooks/nray/DLBCL/TestRun1/Train/dist_63_pos.tif,63
316,joy/UofA-Drive/Colab Notebooks/nray/DLBCL/TestRun1/Train/hem_63_pos.tif,63
10,joy/UofA-Drive/Colab Notebooks/nray/DLBCL/TestRun1/Train/64_neg.tif,64
22,joy/UofA-Drive/Colab Notebooks/nray/DLBCL/TestRun1/Train/dab_64_neg.tif,64
90,joy/UofA-Drive/Colab Notebooks/nray/DLBCL/TestRun1/Train/dist_64_neg.tif,64
97,joy/UofA-Drive/Colab Notebooks/nray/DLBCL/TestRun1/Train/hem_64_neg.tif,64
138,joy/UofA-Drive/Colab Notebooks/nray/DLBCL/TestRun1/Train/65_neg.tif,65
38,joy/UofA-Drive/Colab Notebooks/nray/DLBCL/TestRun1/Train/dab_65_neg.tif,65
163,joy/UofA-Drive/Colab Notebooks/nray/DLBCL/TestRun1/Train/dist_65_neg.tif,65
58,joy/UofA-Drive/Colab Notebooks/nray/DLBCL/TestRun1/Train/hem_65_neg.tif,65
200,joy/UofA-Drive/Colab Notebooks/nray/DLBCL/TestRun1/Train/67_neg.tif,67
296,joy/UofA-Drive/Colab Notebooks/nray/DLBCL/TestRun1/Train/dab_67_neg.tif,67
264,joy/UofA-Drive/Colab Notebooks/nray/DLBCL/TestRun1/Train/dist_67_neg.tif,67
283,joy/UofA-Drive/Colab Notebooks/nray/DLBCL/TestRun1/Train/hem_67_neg.tif,67
51,joy/UofA-Drive/Colab Notebooks/nray/DLBCL/TestRun1/Train/68_neg.tif,68
231,joy/UofA-Drive/Colab Notebooks/nray/DLBCL/TestRun1/Train/dab_68_neg.tif,68
114,joy/UofA-Drive/Colab Notebooks/nray/DLBCL/TestRun1/Train/dist_68_neg.tif,68
74,joy/UofA-Drive/Colab Notebooks/nray/DLBCL/TestRun1/Train/hem_68_neg.tif,68
208,joy/UofA-Drive/Colab Notebooks/nray/DLBCL/TestRun1/Train/69_neg.tif,69
303,joy/UofA-Drive/Colab Notebooks/nray/DLBCL/TestRun1/Train/dab_69_neg.tif,69
211,joy/UofA-Drive/Colab Notebooks/nray/DLBCL/TestRun1/Train/dist_69_neg.tif,69
339,joy/UofA-Drive/Colab Notebooks/nray/DLBCL/TestRun1/Train/hem_69_neg.tif,69
12,joy/UofA-Drive/Colab Notebooks/nray/DLBCL/TestRun1/Train/70_neg.tif,70
301,joy/UofA-Drive/Colab Notebooks/nray/DLBCL/TestRun1/Train/dab_70_neg.tif,70
136,joy/UofA-Drive/Colab Notebooks/nray/DLBCL/TestRun1/Train/dist_70_neg.tif,70
65,joy/UofA-Drive/Colab Notebooks/nray/DLBCL/TestRun1/Train/hem_70_neg.tif,70
20,joy/UofA-Drive/Colab Notebooks/nray/DLBCL/TestRun1/Train/71_neg.tif,71
18,joy/UofA-Drive/Colab Notebooks/nray/DLBCL/TestRun1/Train/dab_71_neg.tif,71
250,joy/UofA-Drive/Colab Notebooks/nray/DLBCL/TestRun1/Train/dist_71_neg.tif,71
128,joy/UofA-Drive/Colab Notebooks/nray/DLBCL/TestRun1/Train/hem_71_neg.tif,71
53,joy/UofA-Drive/Colab Notebooks/nray/DLBCL/TestRun1/Train/72_neg.tif,72
159,joy/UofA-Drive/Colab Notebooks/nray/DLBCL/TestRun1/Train/dab_72_neg.tif,72
153,joy/UofA-Drive/Colab Notebooks/nray/DLBCL/TestRun1/Train/dist_72_neg.tif,72
11,joy/UofA-Drive/Colab Notebooks/nray/DLBCL/TestRun1/Train/hem_72_neg.tif,72
40,joy/UofA-Drive/Colab Notebooks/nray/DLBCL/TestRun1/Train/73_neg.tif,73
30,joy/UofA-Drive/Colab Notebooks/nray/DLBCL/TestRun1/Train/dab_73_neg.tif,73
110,joy/UofA-Drive/Colab Notebooks/nray/DLBCL/TestRun1/Train/dist_73_neg.tif,73
214,joy/UofA-Drive/Colab Notebooks/nray/DLBCL/TestRun1/Train/hem_73_neg.tif,73
317,joy/UofA-Drive/Colab Notebooks/nray/DLBCL/TestRun1/Train/74_neg.tif,74
238,joy/UofA-Drive/Colab Notebooks/nray/DLBCL/TestRun1/Train/dab_74_neg.tif,74
37,joy/UofA-Drive/Colab Notebooks/nray/DLBCL/TestRun1/Train/dist_74_neg.tif,74
265,joy/UofA-Drive/Colab Notebooks/nray/DLBCL/TestRun1/Train/hem_74_neg.tif,74
302,joy/UofA-Drive/Colab Notebooks/nray/DLBCL/TestRun1/Train/75_neg.tif,75
88,joy/UofA-Drive/Colab Notebooks/nray/DLBCL/TestRun1/Train/dab_75_neg.tif,75
184,joy/UofA-Drive/Colab Notebooks/nray/DLBCL/TestRun1/Train/dist_75_neg.tif,75
127,joy/UofA-Drive/Colab Notebooks/nray/DLBCL/TestRun1/Train/hem_75_neg.tif,75
6,joy/UofA-Drive/Colab Notebooks/nray/DLBCL/TestRun1/Train/76_neg.tif,76
79,joy/UofA-Drive/Colab Notebooks/nray/DLBCL/TestRun1/Train/dab_76_neg.tif,76
287,joy/UofA-Drive/Colab Notebooks/nray/DLBCL/TestRun1/Train/dist_76_neg.tif,76
275,joy/UofA-Drive/Colab Notebooks/nray/DLBCL/TestRun1/Train/hem_76_neg.tif,76
202,joy/UofA-Drive/Colab Notebooks/nray/DLBCL/TestRun1/Train/77_neg.tif,77
192,joy/UofA-Drive/Colab Notebooks/nray/DLBCL/TestRun1/Train/dab_77_neg.tif,77
233,joy/UofA-Drive/Colab Notebooks/nray/DLBCL/TestRun1/Train/dist_77_neg.tif,77
284,joy/UofA-Drive/Colab Notebooks/nray/DLBCL/TestRun1/Train/hem_77_neg.tif,77
146,joy/UofA-Drive/Colab Notebooks/nray/DLBCL/TestRun1/Train/78_neg.tif,78
86,joy/UofA-Drive/Colab Notebooks/nray/DLBCL/TestRun1/Train/dab_78_neg.tif,78
277,joy/UofA-Drive/Colab Notebooks/nray/DLBCL/TestRun1/Train/dist_78_neg.tif,78
251,joy/UofA-Drive/Colab Notebooks/nray/DLBCL/TestRun1/Train/hem_78_neg.tif,78
321,joy/UofA-Drive/Colab Notebooks/nray/DLBCL/TestRun1/Train/80_pos.tif,80
288,joy/UofA-Drive/Colab Notebooks/nray/DLBCL/TestRun1/Train/dab_80_pos.tif,80
158,joy/UofA-Drive/Colab Notebooks/nray/DLBCL/TestRun1/Train/dist_80_pos.tif,80
332,joy/UofA-Drive/Colab Notebooks/nray/DLBCL/TestRun1/Train/hem_80_pos.tif,80
143,joy/UofA-Drive/Colab Notebooks/nray/DLBCL/TestRun1/Train/81_pos.tif,81
224,joy/UofA-Drive/Colab Notebooks/nray/DLBCL/TestRun1/Train/dab_81_pos.tif,81
131,joy/UofA-Drive/Colab Notebooks/nray/DLBCL/TestRun1/Train/dist_81_pos.tif,81
228,joy/UofA-Drive/Colab Notebooks/nray/DLBCL/TestRun1/Train/hem_81_pos.tif,81
278,joy/UofA-Drive/Colab Notebooks/nray/DLBCL/TestRun1/Train/85_neg.tif,85
246,joy/UofA-Drive/Colab Notebooks/nray/DLBCL/TestRun1/Train/dab_85_neg.tif,85
260,joy/UofA-Drive/Colab Notebooks/nray/DLBCL/TestRun1/Train/dist_85_neg.tif,85
261,joy/UofA-Drive/Colab Notebooks/nray/DLBCL/TestRun1/Train/hem_85_neg.tif,85
71,joy/UofA-Drive/Colab Notebooks/nray/DLBCL/TestRun1/Train/86_pos.tif,86
219,joy/UofA-Drive/Colab Notebooks/nray/DLBCL/TestRun1/Train/dab_86_pos.tif,86
210,joy/UofA-Drive/Colab Notebooks/nray/DLBCL/TestRun1/Train/dist_86_pos.tif,86
