,Train File,ID
302,nray/DLBCL\TestRun1\Train\hem_34_pos.tif,34
33,nray/DLBCL\TestRun1\Train\35_pos.tif,35
123,nray/DLBCL\TestRun1\Train\dab_35_pos.tif,35
213,nray/DLBCL\TestRun1\Train\dist_35_pos.tif,35
303,nray/DLBCL\TestRun1\Train\hem_35_pos.tif,35
34,nray/DLBCL\TestRun1\Train\36_pos.tif,36
124,nray/DLBCL\TestRun1\Train\dab_36_pos.tif,36
214,nray/DLBCL\TestRun1\Train\dist_36_pos.tif,36
304,nray/DLBCL\TestRun1\Train\hem_36_pos.tif,36
35,nray/DLBCL\TestRun1\Train\37_pos.tif,37
125,nray/DLBCL\TestRun1\Train\dab_37_pos.tif,37
215,nray/DLBCL\TestRun1\Train\dist_37_pos.tif,37
305,nray/DLBCL\TestRun1\Train\hem_37_pos.tif,37
36,nray/DLBCL\TestRun1\Train\38_pos.tif,38
126,nray/DLBCL\TestRun1\Train\dab_38_pos.tif,38
216,nray/DLBCL\TestRun1\Train\dist_38_pos.tif,38
306,nray/DLBCL\TestRun1\Train\hem_38_pos.tif,38
37,nray/DLBCL\TestRun1\Train\39_pos.tif,39
127,nray/DLBCL\TestRun1\Train\dab_39_pos.tif,39
217,nray/DLBCL\TestRun1\Train\dist_39_pos.tif,39
307,nray/DLBCL\TestRun1\Train\hem_39_pos.tif,39
39,nray/DLBCL\TestRun1\Train\40_pos.tif,40
129,nray/DLBCL\TestRun1\Train\dab_40_pos.tif,40
219,nray/DLBCL\TestRun1\Train\dist_40_pos.tif,40
309,nray/DLBCL\TestRun1\Train\hem_40_pos.tif,40
40,nray/DLBCL\TestRun1\Train\41_neg.tif,41
130,nray/DLBCL\TestRun1\Train\dab_41_neg.tif,41
220,nray/DLBCL\TestRun1\Train\dist_41_neg.tif,41
310,nray/DLBCL\TestRun1\Train\hem_41_neg.tif,41
41,nray/DLBCL\TestRun1\Train\42_pos.tif,42
131,nray/DLBCL\TestRun1\Train\dab_42_pos.tif,42
221,nray/DLBCL\TestRun1\Train\dist_42_pos.tif,42
311,nray/DLBCL\TestRun1\Train\hem_42_pos.tif,42
42,nray/DLBCL\TestRun1\Train\43_pos.tif,43
132,nray/DLBCL\TestRun1\Train\dab_43_pos.tif,43
222,nray/DLBCL\TestRun1\Train\dist_43_pos.tif,43
312,nray/DLBCL\TestRun1\Train\hem_43_pos.tif,43
43,nray/DLBCL\TestRun1\Train\46_neg.tif,46
133,nray/DLBCL\TestRun1\Train\dab_46_neg.tif,46
223,nray/DLBCL\TestRun1\Train\dist_46_neg.tif,46
313,nray/DLBCL\TestRun1\Train\hem_46_neg.tif,46
44,nray/DLBCL\TestRun1\Train\47_pos.tif,47
134,nray/DLBCL\TestRun1\Train\dab_47_pos.tif,47
224,nray/DLBCL\TestRun1\Train\dist_47_pos.tif,47
314,nray/DLBCL\TestRun1\Train\hem_47_pos.tif,47
45,nray/DLBCL\TestRun1\Train\49_pos.tif,49
135,nray/DLBCL\TestRun1\Train\dab_49_pos.tif,49
225,nray/DLBCL\TestRun1\Train\dist_49_pos.tif,49
315,nray/DLBCL\TestRun1\Train\hem_49_pos.tif,49
47,nray/DLBCL\TestRun1\Train\50_pos.tif,50
137,nray/DLBCL\TestRun1\Train\dab_50_pos.tif,50
227,nray/DLBCL\TestRun1\Train\dist_50_pos.tif,50
317,nray/DLBCL\TestRun1\Train\hem_50_pos.tif,50
48,nray/DLBCL\TestRun1\Train\51_pos.tif,51
138,nray/DLBCL\TestRun1\Train\dab_51_pos.tif,51
228,nray/DLBCL\TestRun1\Train\dist_51_pos.tif,51
318,nray/DLBCL\TestRun1\Train\hem_51_pos.tif,51
49,nray/DLBCL\TestRun1\Train\54_neg.tif,54
139,nray/DLBCL\TestRun1\Train\dab_54_neg.tif,54
229,nray/DLBCL\TestRun1\Train\dist_54_neg.tif,54
319,nray/DLBCL\TestRun1\Train\hem_54_neg.tif,54
50,nray/DLBCL\TestRun1\Train\55_pos.tif,55
140,nray/DLBCL\TestRun1\Train\dab_55_pos.tif,55
230,nray/DLBCL\TestRun1\Train\dist_55_pos.tif,55
320,nray/DLBCL\TestRun1\Train\hem_55_pos.tif,55
51,nray/DLBCL\TestRun1\Train\56_neg.tif,56
141,nray/DLBCL\TestRun1\Train\dab_56_neg.tif,56
231,nray/DLBCL\TestRun1\Train\dist_56_neg.tif,56
321,nray/DLBCL\TestRun1\Train\hem_56_neg.tif,56
52,nray/DLBCL\TestRun1\Train\58_neg.tif,58
142,nray/DLBCL\TestRun1\Train\dab_58_neg.tif,58
232,nray/DLBCL\TestRun1\Train\dist_58_neg.tif,58
322,nray/DLBCL\TestRun1\Train\hem_58_neg.tif,58
53,nray/DLBCL\TestRun1\Train\59_neg.tif,59
143,nray/DLBCL\TestRun1\Train\dab_59_neg.tif,59
233,nray/DLBCL\TestRun1\Train\dist_59_neg.tif,59
323,nray/DLBCL\TestRun1\Train\hem_59_neg.tif,59
55,nray/DLBCL\TestRun1\Train\60_pos.tif,60
145,nray/DLBCL\TestRun1\Train\dab_60_pos.tif,60
235,nray/DLBCL\TestRun1\Train\dist_60_pos.tif,60
325,nray/DLBCL\TestRun1\Train\hem_60_pos.tif,60
56,nray/DLBCL\TestRun1\Train\61_pos.tif,61
146,nray/DLBCL\TestRun1\Train\dab_61_pos.tif,61
236,nray/DLBCL\TestRun1\Train\dist_61_pos.tif,61
326,nray/DLBCL\TestRun1\Train\hem_61_pos.tif,61
57,nray/DLBCL\TestRun1\Train\62_neg.tif,62
147,nray/DLBCL\TestRun1\Train\dab_62_neg.tif,62
237,nray/DLBCL\TestRun1\Train\dist_62_neg.tif,62
327,nray/DLBCL\TestRun1\Train\hem_62_neg.tif,62
58,nray/DLBCL\TestRun1\Train\63_pos.tif,63
148,nray/DLBCL\TestRun1\Train\dab_63_pos.tif,63
238,nray/DLBCL\TestRun1\Train\dist_63_pos.tif,63
328,nray/DLBCL\TestRun1\Train\hem_63_pos.tif,63
59,nray/DLBCL\TestRun1\Train\64_neg.tif,64
149,nray/DLBCL\TestRun1\Train\dab_64_neg.tif,64
239,nray/DLBCL\TestRun1\Train\dist_64_neg.tif,64
329,nray/DLBCL\TestRun1\Train\hem_64_neg.tif,64
60,nray/DLBCL\TestRun1\Train\65_neg.tif,65
150,nray/DLBCL\TestRun1\Train\dab_65_neg.tif,65
240,nray/DLBCL\TestRun1\Train\dist_65_neg.tif,65
330,nray/DLBCL\TestRun1\Train\hem_65_neg.tif,65
61,nray/DLBCL\TestRun1\Train\67_neg.tif,67
151,nray/DLBCL\TestRun1\Train\dab_67_neg.tif,67
241,nray/DLBCL\TestRun1\Train\dist_67_neg.tif,67
331,nray/DLBCL\TestRun1\Train\hem_67_neg.tif,67
62,nray/DLBCL\TestRun1\Train\68_neg.tif,68
152,nray/DLBCL\TestRun1\Train\dab_68_neg.tif,68
242,nray/DLBCL\TestRun1\Train\dist_68_neg.tif,68
332,nray/DLBCL\TestRun1\Train\hem_68_neg.tif,68
63,nray/DLBCL\TestRun1\Train\69_neg.tif,69
153,nray/DLBCL\TestRun1\Train\dab_69_neg.tif,69
243,nray/DLBCL\TestRun1\Train\dist_69_neg.tif,69
333,nray/DLBCL\TestRun1\Train\hem_69_neg.tif,69
65,nray/DLBCL\TestRun1\Train\70_neg.tif,70
155,nray/DLBCL\TestRun1\Train\dab_70_neg.tif,70
245,nray/DLBCL\TestRun1\Train\dist_70_neg.tif,70
335,nray/DLBCL\TestRun1\Train\hem_70_neg.tif,70
66,nray/DLBCL\TestRun1\Train\71_neg.tif,71
156,nray/DLBCL\TestRun1\Train\dab_71_neg.tif,71
246,nray/DLBCL\TestRun1\Train\dist_71_neg.tif,71
336,nray/DLBCL\TestRun1\Train\hem_71_neg.tif,71
67,nray/DLBCL\TestRun1\Train\72_neg.tif,72
157,nray/DLBCL\TestRun1\Train\dab_72_neg.tif,72
247,nray/DLBCL\TestRun1\Train\dist_72_neg.tif,72
337,nray/DLBCL\TestRun1\Train\hem_72_neg.tif,72
68,nray/DLBCL\TestRun1\Train\73_neg.tif,73
158,nray/DLBCL\TestRun1\Train\dab_73_neg.tif,73
248,nray/DLBCL\TestRun1\Train\dist_73_neg.tif,73
338,nray/DLBCL\TestRun1\Train\hem_73_neg.tif,73
69,nray/DLBCL\TestRun1\Train\74_neg.tif,74
159,nray/DLBCL\TestRun1\Train\dab_74_neg.tif,74
249,nray/DLBCL\TestRun1\Train\dist_74_neg.tif,74
339,nray/DLBCL\TestRun1\Train\hem_74_neg.tif,74
70,nray/DLBCL\TestRun1\Train\75_neg.tif,75
160,nray/DLBCL\TestRun1\Train\dab_75_neg.tif,75
250,nray/DLBCL\TestRun1\Train\dist_75_neg.tif,75
340,nray/DLBCL\TestRun1\Train\hem_75_neg.tif,75
71,nray/DLBCL\TestRun1\Train\76_neg.tif,76
161,nray/DLBCL\TestRun1\Train\dab_76_neg.tif,76
251,nray/DLBCL\TestRun1\Train\dist_76_neg.tif,76
341,nray/DLBCL\TestRun1\Train\hem_76_neg.tif,76
72,nray/DLBCL\TestRun1\Train\77_neg.tif,77
162,nray/DLBCL\TestRun1\Train\dab_77_neg.tif,77
252,nray/DLBCL\TestRun1\Train\dist_77_neg.tif,77
342,nray/DLBCL\TestRun1\Train\hem_77_neg.tif,77
73,nray/DLBCL\TestRun1\Train\78_neg.tif,78
163,nray/DLBCL\TestRun1\Train\dab_78_neg.tif,78
253,nray/DLBCL\TestRun1\Train\dist_78_neg.tif,78
343,nray/DLBCL\TestRun1\Train\hem_78_neg.tif,78
74,nray/DLBCL\TestRun1\Train\80_pos.tif,80
164,nray/DLBCL\TestRun1\Train\dab_80_pos.tif,80
254,nray/DLBCL\TestRun1\Train\dist_80_pos.tif,80
344,nray/DLBCL\TestRun1\Train\hem_80_pos.tif,80
75,nray/DLBCL\TestRun1\Train\81_pos.tif,81
165,nray/DLBCL\TestRun1\Train\dab_81_pos.tif,81
255,nray/DLBCL\TestRun1\Train\dist_81_pos.tif,81
345,nray/DLBCL\TestRun1\Train\hem_81_pos.tif,81
76,nray/DLBCL\TestRun1\Train\85_neg.tif,85
166,nray/DLBCL\TestRun1\Train\dab_85_neg.tif,85
256,nray/DLBCL\TestRun1\Train\dist_85_neg.tif,85
346,nray/DLBCL\TestRun1\Train\hem_85_neg.tif,85
77,nray/DLBCL\TestRun1\Train\86_pos.tif,86
167,nray/DLBCL\TestRun1\Train\dab_86_pos.tif,86
257,nray/DLBCL\TestRun1\Train\dist_86_pos.tif,86
347,nray/DLBCL\TestRun1\Train\hem_86_pos.tif,86
78,nray/DLBCL\TestRun1\Train\88_neg.tif,88
168,nray/DLBCL\TestRun1\Train\dab_88_neg.tif,88
258,nray/DLBCL\TestRun1\Train\dist_88_neg.tif,88
348,nray/DLBCL\TestRun1\Train\hem_88_neg.tif,88
80,nray/DLBCL\TestRun1\Train\90_pos.tif,90
170,nray/DLBCL\TestRun1\Train\dab_90_pos.tif,90
260,nray/DLBCL\TestRun1\Train\dist_90_pos.tif,90
350,nray/DLBCL\TestRun1\Train\hem_90_pos.tif,90
81,nray/DLBCL\TestRun1\Train\91_neg.tif,91
171,nray/DLBCL\TestRun1\Train\dab_91_neg.tif,91
261,nray/DLBCL\TestRun1\Train\dist_91_neg.tif,91
351,nray/DLBCL\TestRun1\Train\hem_91_neg.tif,91
82,nray/DLBCL\TestRun1\Train\92_neg.tif,92
172,nray/DLBCL\TestRun1\Train\dab_92_neg.tif,92
262,nray/DLBCL\TestRun1\Train\dist_92_neg.tif,92
352,nray/DLBCL\TestRun1\Train\hem_92_neg.tif,92
83,nray/DLBCL\TestRun1\Train\94_neg.tif,94
173,nray/DLBCL\TestRun1\Train\dab_94_neg.tif,94
263,nray/DLBCL\TestRun1\Train\dist_94_neg.tif,94
353,nray/DLBCL\TestRun1\Train\hem_94_neg.tif,94
84,nray/DLBCL\TestRun1\Train\95_neg.tif,95
174,nray/DLBCL\TestRun1\Train\dab_95_neg.tif,95
264,nray/DLBCL\TestRun1\Train\dist_95_neg.tif,95
354,nray/DLBCL\TestRun1\Train\hem_95_neg.tif,95
85,nray/DLBCL\TestRun1\Train\96_neg.tif,96
175,nray/DLBCL\TestRun1\Train\dab_96_neg.tif,96
265,nray/DLBCL\TestRun1\Train\dist_96_neg.tif,96
355,nray/DLBCL\TestRun1\Train\hem_96_neg.tif,96
86,nray/DLBCL\TestRun1\Train\97_pos.tif,97
176,nray/DLBCL\TestRun1\Train\dab_97_pos.tif,97
266,nray/DLBCL\TestRun1\Train\dist_97_pos.tif,97
356,nray/DLBCL\TestRun1\Train\hem_97_pos.tif,97
87,nray/DLBCL\TestRun1\Train\98_neg.tif,98
177,nray/DLBCL\TestRun1\Train\dab_98_neg.tif,98
267,nray/DLBCL\TestRun1\Train\dist_98_neg.tif,98
357,nray/DLBCL\TestRun1\Train\hem_98_neg.tif,98
88,nray/DLBCL\TestRun1\Train\99_neg.tif,99
178,nray/DLBCL\TestRun1\Train\dab_99_neg.tif,99
268,nray/DLBCL\TestRun1\Train\dist_99_neg.tif,99
358,nray/DLBCL\TestRun1\Train\hem_99_neg.tif,99
0,nray/DLBCL\TestRun1\Train\101_neg.tif,101
90,nray/DLBCL\TestRun1\Train\dab_101_neg.tif,101
180,nray/DLBCL\TestRun1\Train\dist_101_neg.tif,101
270,nray/DLBCL\TestRun1\Train\hem_101_neg.tif,101
1,nray/DLBCL\TestRun1\Train\102_neg.tif,102
91,nray/DLBCL\TestRun1\Train\dab_102_neg.tif,102
181,nray/DLBCL\TestRun1\Train\dist_102_neg.tif,102
271,nray/DLBCL\TestRun1\Train\hem_102_neg.tif,102
2,nray/DLBCL\TestRun1\Train\103_neg.tif,103
92,nray/DLBCL\TestRun1\Train\dab_103_neg.tif,103
182,nray/DLBCL\TestRun1\Train\dist_103_neg.tif,103
272,nray/DLBCL\TestRun1\Train\hem_103_neg.tif,103
3,nray/DLBCL\TestRun1\Train\104_neg.tif,104
93,nray/DLBCL\TestRun1\Train\dab_104_neg.tif,104
183,nray/DLBCL\TestRun1\Train\dist_104_neg.tif,104
273,nray/DLBCL\TestRun1\Train\hem_104_neg.tif,104
4,nray/DLBCL\TestRun1\Train\106_neg.tif,106
94,nray/DLBCL\TestRun1\Train\dab_106_neg.tif,106
184,nray/DLBCL\TestRun1\Train\dist_106_neg.tif,106
274,nray/DLBCL\TestRun1\Train\hem_106_neg.tif,106
5,nray/DLBCL\TestRun1\Train\107_neg.tif,107
95,nray/DLBCL\TestRun1\Train\dab_107_neg.tif,107
185,nray/DLBCL\TestRun1\Train\dist_107_neg.tif,107
275,nray/DLBCL\TestRun1\Train\hem_107_neg.tif,107
6,nray/DLBCL\TestRun1\Train\108_neg.tif,108
96,nray/DLBCL\TestRun1\Train\dab_108_neg.tif,108
186,nray/DLBCL\TestRun1\Train\dist_108_neg.tif,108
276,nray/DLBCL\TestRun1\Train\hem_108_neg.tif,108
8,nray/DLBCL\TestRun1\Train\111_neg.tif,111
98,nray/DLBCL\TestRun1\Train\dab_111_neg.tif,111
188,nray/DLBCL\TestRun1\Train\dist_111_neg.tif,111
278,nray/DLBCL\TestRun1\Train\hem_111_neg.tif,111
9,nray/DLBCL\TestRun1\Train\112_neg.tif,112
99,nray/DLBCL\TestRun1\Train\dab_112_neg.tif,112
189,nray/DLBCL\TestRun1\Train\dist_112_neg.tif,112
279,nray/DLBCL\TestRun1\Train\hem_112_neg.tif,112
10,nray/DLBCL\TestRun1\Train\113_pos.tif,113
100,nray/DLBCL\TestRun1\Train\dab_113_pos.tif,113
190,nray/DLBCL\TestRun1\Train\dist_113_pos.tif,113
280,nray/DLBCL\TestRun1\Train\hem_113_pos.tif,113
11,nray/DLBCL\TestRun1\Train\114_pos.tif,114
101,nray/DLBCL\TestRun1\Train\dab_114_pos.tif,114
191,nray/DLBCL\TestRun1\Train\dist_114_pos.tif,114
281,nray/DLBCL\TestRun1\Train\hem_114_pos.tif,114
12,nray/DLBCL\TestRun1\Train\115_neg.tif,115
102,nray/DLBCL\TestRun1\Train\dab_115_neg.tif,115
192,nray/DLBCL\TestRun1\Train\dist_115_neg.tif,115
282,nray/DLBCL\TestRun1\Train\hem_115_neg.tif,115
13,nray/DLBCL\TestRun1\Train\116_neg.tif,116
103,nray/DLBCL\TestRun1\Train\dab_116_neg.tif,116
193,nray/DLBCL\TestRun1\Train\dist_116_neg.tif,116
283,nray/DLBCL\TestRun1\Train\hem_116_neg.tif,116
